surveyID,samplingPerformedByID,verbatimSiteNames,verbatimSiteDescription,reportedWeather,isSamplingEffortReported,hasMaterialSamples,eventID,verbatimTargetScope,protocolNames,protocolDescriptions,protocolReferences,isAbundanceReported,materialSampleTypes
P234.1B,P234,DOFAtlasIIIQuadrantID: 2557,"land cover: dry | subland cover: moor, pasture",Wind: Light Breeze 1.6-3.3 | Temperature: 20-24,True,True,P234.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P32.1A,P32,DOFAtlasIIIQuadrantID: 2557,"land cover: dry | subland cover: moor, pasture",Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P32.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P32.1B,P32,DOFAtlasIIIQuadrantID: 2557,"land cover: dry | subland cover: moor, pasture",Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P32.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P32.2A,P32,DOFAtlasIIIQuadrantID: 2567,land cover: agriculture | subland cover: intensive agriculture,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P32.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P32.2B,P32,DOFAtlasIIIQuadrantID: 2567,land cover: agriculture | subland cover: intensive agriculture,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P32.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P33.1A,P33,DOFAtlasIIIQuadrantID: 5430,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P33.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P33.1B,P33,DOFAtlasIIIQuadrantID: 5430,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P33.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P33.2A,P33,DOFAtlasIIIQuadrantID: 5539,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P33.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P33.2B,P33,DOFAtlasIIIQuadrantID: 5539,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P33.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P233.1A,P233,DOFAtlasIIIQuadrantID: 2401,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P233.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P233.1B,P233,DOFAtlasIIIQuadrantID: 2401,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P233.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P34.1A,P34,DOFAtlasIIIQuadrantID: 2401,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P34.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P34.1B,P34,DOFAtlasIIIQuadrantID: 2401,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P34.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P233.2A,P233,DOFAtlasIIIQuadrantID: 2400,"land cover: wet | subland cover: meadow, marsh, lake",Wind: Light Breeze 1.6-3.3 | Temperature: 20-24,True,True,P233.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P233.2B,P233,DOFAtlasIIIQuadrantID: 2400,"land cover: wet | subland cover: meadow, marsh, lake",Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P233.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P34.2A,P34,DOFAtlasIIIQuadrantID: 2400,"land cover: wet | subland cover: meadow, marsh, lake",Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P34.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P34.2B,P34,DOFAtlasIIIQuadrantID: 2400,"land cover: wet | subland cover: meadow, marsh, lake",Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P34.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P250.1A,P250,DOFAtlasIIIQuadrantID: 3655,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P250.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P250.1B,P250,DOFAtlasIIIQuadrantID: 3655,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P250.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P35.1A,P35,DOFAtlasIIIQuadrantID: 3655,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P35.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P35.1B,P35,DOFAtlasIIIQuadrantID: 3655,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P35.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P250.2A,P250,DOFAtlasIIIQuadrantID: 3665,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P250.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P250.2B,P250,DOFAtlasIIIQuadrantID: 3665,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P250.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
